food_id,name_en,vernacular_names,category,calories(kcal),protein(g),carbs(g),fats(g),fiber(g),vitamins,minerals,ayurveda_dosha_vata,ayurveda_dosha_pitta,ayurveda_dosha_kapha,ayurveda_rasa,ayurveda_guna,ayurveda_virya,ayurveda_vipaka,health_tags,medical_usage,contraindications,drug_interactions,therapeutic_dosage,preparation_methods,restrictions,growing_regions,storage_shelf_life,,
FW042,Orange,"Santra (संतरा), Kamala (కమలాపండు)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Increase,Increase,Amla,"Laghu, Snigdha",Ushna,Amla,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW043,Sweet Lime,"Mosambi (मौसंबी), Battayi (బత్తాయి)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Increase,Increase,Amla,"Laghu, Snigdha",Ushna,Amla,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW044,Lemon,"Nimbu (नींबू), Nimmakaya (నిమ్మకాయ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Increase,Increase,Amla,"Laghu, Snigdha",Ushna,Amla,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW045,Pomegranate,"Anar (अनार), Danimma (దానిమ్మ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Increase,Decrease,Decrease,Kashaya,"Laghu, Ruksha",Sheeta,Katu,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW046,Grapes (Green),"Angoor (अंगूर), Draksha (ద్రాక్ష)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW047,Grapes (Black),"Angoor (काले), Nalla Draksha (నల్ల ద్రాక్ష)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW048,Watermelon,"Tarbooj (तरबूज), Puchakaya (పుచ్చకాయ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Neutral,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW049,Muskmelon,"Kharbuja (खरबूजा), Kharbuja (ఖర్బుజ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Neutral,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW050,Sapota (Chikoo),"Chikoo (चीकू), Sapota (సపోటా)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW051,Custard Apple,"Sitaphal (सीताफल), Sitaphalam (సీతాఫలం)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW052,Jackfruit,"Kathal (कटहल), Panasa (పనస)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW053,Lychee,"Litchi (लीची), Litchi (లిచ్చీ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW054,Strawberry,"Strawberry (स्ट्रॉबेरी), Strawberry (స్ట్రాబెర్రీ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW055,Pineapple,"Ananas (अनानास), Anasa (అనాసపండు)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Increase,Increase,Amla,"Laghu, Snigdha",Ushna,Amla,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW056,Jamun,"Jamun (जामुन), Neredu (నేరేడు)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Increase,Decrease,Decrease,Kashaya,"Laghu, Ruksha",Sheeta,Katu,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW057,Ber (Indian Jujube),"Ber (बेर), Regu (రేగు)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Decrease,Decrease,Increase,Madhura,"Guru, Snigdha",Sheeta,Madhura,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
FW058,Amla (Indian Gooseberry),"Amla (आंवला), Usiri (ఉసిరికాయ)",Fruits,60,0.8,15,0.2,2.5,"Vitamin C, Vitamin A, Potassium","Potassium, Dietary fiber, Trace minerals",Increase,Decrease,Decrease,Kashaya,"Laghu, Ruksha",Sheeta,Katu,"antioxidant, hydrating","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Fresh, juices, salads",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 2–7 days refrigerated,,
